Project_ID,Project_Name,Country,City,Contractor_Name,Equipment_ID,Equipment_Type,Usage_Hours,Downtime_Hours,Maintenance_Status,Material_Type,Quantity_Used,Unit_Cost,Supplier_Name,Project_Budget,Actual_Cost,Currency,Payment_Status,Start_Date,End_Date,Actual_Completion_Date,Delay_Days
ZAF-1900,Pretoria Civic Build,South Africa,Johannesburg,Build Rite Contractors,EQ-3902,Crane,unknown,50.7,service due,Cement,280050kg,"ZAR 1,392,661.71",Terramix Logistcs,7420419.97,6269906.42,NGN,partial,12-Mar-2025,27-Aug-2025,,0
GHA_11901,Accra Coastal Bypass,Ghana,Sunyani,DeltaCore Builders,EQ-2294,Grader,220.9,8.4,ok ,Steel,305.25 tons,178159.5,Cape Buildmart,26506020.96,27331207.73,ZAR,paid,2025-12-29,26/08/2026,,30
ZAF11902,Johannesburg Transit Upgrade,South Africa,Polokwane,PrimeSpan Africa,EQ-6210,Excavator,211.9,68.3,bad,Cement,289387kg,3687478.83,African Steel Traders,8536086.63,10118130.91,USD,delayed,2023-04-02,2024/06/18 00:00,,-15
NGA-11903,Jos Regional Access Road,Nigeria,Jos,Apex Infrastucture,EQ-8560,Loader,,37.9,needs repair,Gravel,124.06 tons,1788711.26,Afri Steel Traders,20015191.5,32613726.51,GHS,paid,24/02/2026,01/09/2026,22-Dec-2026,112
ZAF 11904,Pretoria Civic Build,South Africa,Cape Town,Kubwa Engr,EQ-7953,Grader,239.0,64.9,SERVICED,Cement,114589kg,2140999.88,WestStone Materials,47104574.9,66386483.39,ghs,paid,2023/10/18 00:00,04-Feb-2025,14/05/2025,99
ZAF/11905,Pretoria Civic Build,South Africa,Pretoria,Ubora Constructions,EQ-1341,Loader,229.9,75.0,Needs Repair,Steel,385.04 tons,43822.88,Terramix Logistcs,"ZAR 21,672,499",25086759.14,KES,PENDING,24/02/2026,03/26/26,25-Aug-2026,152
GHA_11906,Ho Market Redevelopment,Ghana,Ho,BuildRight Contractors,EQ-3030,Crane,,52.1,Needs Repair,Cement,273.17 tons,1099081.7,African Steels Trading,11707686.69,11744207.63,NGN,PENDING,08/09/25,2026-02-19,,two
GHA-11907,Ho Market Redevelopment,Ghana,Kumasi,Ubora Construction,EQ-9408,Bulldozer,94.8,47.3,ok ,Gravel,433590kg,"usd 80,352.31",Savanna Aggregate,7927848.33,6817815.9,GHS,paid,02/05/2025,2026/05/12 00:00,24/09/2026,135
GHA/10053,Port Elizabeth Harbour Road,South Africa,Bloemfontein,Prime Span Africa,EQ-4014,Grader,234.8,55.2,BAD,Sand,433.94 tons,180642.79,Cemex Supply,28632512.47,34931456.36,kes,PARTIAL,11/22/24,02/26/25,06/28/25,122
KEN/11909,Mombasa Port Access Road,Kenya,Nairobi,Kentech Engineering,EQ-5983,Excavator,198.8,17.7,Needs Repair,Steel,288 bags,41345.39,WestStone Material,"ZAR 18,848,347",20607471.31,USD,Paid,02-Sep-2023,05/10/2024,2025-02-09,127
ZAF11910,Bloemfontein Utilities Upgrade,South Africa,Pretoria,Kubwa Engr,EQ-5799,Crane,-75.4,48.2,BAD,Steel,282.34 tons,2630423.5,Savanna Aggregate,205315924.07,253942443.24,GHS,part-paid,2023/08/06 00:00,15/07/2024,2024/06/17 00:00,-28
GHA/11911,Sunyani District Road,Ghana,Sunyani,Kentech Engineering,EQ-4903,Grader,-59.1,50.8,bad,Gravel,many,138827.71,Cemex Spply,29590073.23,26541216.74,KES,paid,06/19/23,2023-09-10,2024/01/29 00:00,141
GHA-1912,Kumasi Interchange Workz,Ghana,Accra,Nylestone Construction,,Excavator,47.3,18.4,Needs Repair,Limestone,162514kg,42110.58,terramix logistcs,21243.07,31289.16,USD,Pending,24/05/2023,07/15/23,,-15
NGA_11289,Port Elizabeth Harbour Road,South Africa,Polokwane,Sahara Build Co,EQ-8771,Crane,219.9,14.6,OK,Limestone,214 bags,97051.26,Terramix Logistcs,41982533.63,35422054.84,ZAR,,2024-01-02,05/27/24,,15
NGA 11914,Lagos Expressway Upgrade,Nigeria,Enugu,Deltacore Buildrs,EQ-6071,Loader,124.8,13.5,OK,Limestone,197 bags,147488.69,Kilimanjaro Cement,29067731.1,36048173.67,USD,paid,08/10/2024,2025-03-29,2026/05/10 00:00,407
KEN/11915,Thika Bridge Works,Kenya,Nakuru,PrimeSpan Africa,EQ-2545,Excavator,223.5,29.3,running,Steel,8.33 tons,154298.06,Cape Buildmart,1891549.2,2609066.45,NGN,Delayed,2023-03-14,10/10/2023,24/09/2023,-16
NGA-1916,Port Harcourt Port Link,Nigeria,Enugu,DeltaCore Builders,EQ-7247,Loader,135.5,70.7,Serviced,Gravel,300.22 tons,64113.67,WestStone Materials,1938881.11,2525473.11,NGN,Paid,2024/11/14 00:00,2024/12/30 00:00,2025/01/11 00:00,12
KEN_11917,Nakuru Junction Upgrade,Kenya,Kisumu,Apex Infrastucture,EQ-4564,Excavator,164.1,49.5,bad,Steel,348 bags,2925195.27,Cemex Supply,14013321.35,19798954.83,KES,delayed,24/10/2024,07/03/2025,2025/02/12 00:00,-23
ZAF-11918,Pretoria Civic Build,South Africa,Cape Town,Mara Civil Wroks,EQ-7039,Bulldozer,148.0,59.5,degraded,Steel,316 bags,N/A,WestStone Materials,26154081.43,18906296.87,GHS,PENDING,2023/05/11 00:00,2024-07-31,09/22/24,53
KEN/11919,Eldoret Industrial Spur,Kenya,Thika,BuildRight Contractors,EQ-2640,Bulldozer,39.7,51.1,SERVICED,Sand,207373kg,1553956.99,Cemex Supplies,2041287.47,2041287.47,ghs,PARTIAL,24/01/2024,2024-05-13,20-Aug-2024,99
NGA 11920,Ibadan Drainage Expansion,Nigeria,Jos,Build Rite Contractors,,Excavator,146.9,22.8,BAD,Limestone,62.18 tons,"74,359",Cemex Supply,1037851.57,976170.33,GHS,delayed,28/07/2024,16-Apr-2025,,30
ZAF_11921,Durban Freight Corridor,South Africa,Pretoria,Ubora Constructions,EQ-9339,Excavator,16.1,14.3,Degraded,Steel,423 bags,3189354.37,Kilimanjaro Cement,1232373.83,1269232.56,ZAR,PENDING,04/21/25,2026-05-15,01/07/2026,47
GHA-1922,Tamale Waterline Project,Ghana,Takoradi,Mara Civil Wroks,EQ-5963,Grader,156.4,58.0,service due,Cement,262 bags,1060577.42,Cemex Supplies,18005994.33,20420231.83,ZAR,Delayed,2023/01/17 00:00,03/03/2023,08/18/23,168
NGA_11923,Enugu Housing Spine,Nigeria,Abuja,DeltaCore Builders,EQ-2935,Loader,107.0,2.2,DEGRADED,Cement,226.21 tons,"NGN 13,746,877.65",Savanna Aggregate,673517.7,493546.47,ghs,paid,03/02/23,11/06/2023,2023/07/29 00:00,48
GHA 11924,Cape Coast Housing Scheme,Ghana,Kumasi,Ubora Construction,EQ-1834,Bulldozer,219.1,72.6,OK,Limestone,351 bags,1025474.46,Afri Steel Traders,551047.67,787821.75,GHS,partial,2025-12-22,2026/07/18 00:00,07/11/26,-7
ZAF-1925,Pretoria Civic Build,South Africa,Johannesburg,Deltacore Buildrs,EQ-7996,Grader,129.2,,BAD,Sand,82868kg,2173697.15,TerraMix Logistics,18039514.25,21371154.1,NGN,partial,2024-04-06,05/13/25,2025-06-30,48
KEN 11689,Kumasi Interchange Works,Ghana,Cape Coast,Kentech Eng,EQ-1726,Loader,227.7,53.5,Service Due,Limestone,91 bags,2197740.31,Afri Steel Traders,118568602.16,139965078.32,usd,partial,07-Sep-2024,02/16/26,,0
GHA_11927,Ho Market Redevelopment,Ghana,Sunyani,Apex Infra Ltd,EQ-7543,Excavator,205.9,16.8,bad ,Steel,78052kg,2149336.53,WestStone Materials,32865597.06,46743537.26,USD,PENDING,2023/12/20 00:00,14/05/2025,09/06/2025,26
GHA/11928,Tamale Waterline Project,Ghana,Ho,Sahara Build Company,EQ-5229,Bulldozer,2.8,8.0,Needs Repair,Cement,52.98 tons,952058.61,Nile Quarrys,27938808.58,20779232.32,ZAR,Pending,2024-01-04,02/23/24,08/06/2024,106
GHA-11929,Cape Coast Housing Scheme,Ghana,Cape Coast,Nylestone Construction,,Excavator,128.9,48.8,OK,Cement,269025kg,721018.05,West Stone Materials,670260.48,818560.92,GHS,Partial,30-Aug-2025,07/10/26,12/07/2026,2
ZAF-1930,Polokwane Industrial Estate,South Africa,Pretoria,Apex Infra Ltd,EQ-8161,Loader,143.1,79.1,bad,Limestone,436 bags,60070.07,Lagos Industrial Supply,5647531.69,4574733.18,KES,PARTIAL,2024/06/15 00:00,07-Sep-2025,01/20/26,-10
NGA/11931,Jos Regional Access Road,Nigeria,Kano,APEX INFRASTUCTURE,EQ-7210,Grader,144.8,30.0,ok,Gravel,302191kg,11207449.99,Kilimanjaro Cment,14717920.42,15195208.53,NGN,Delayed,16-Dec-2025,2026/03/26 00:00,07/07/26,103
ZAF_11932,Pretoria Civic Build,South Africa,Bloemfontein,Sahara Build Co,EQ-3508,Excavator,182.7,74.8,ok ,Gravel,73709kg,431635.08,CEMEX SUPPLY,9300610.52,13015876.87,NGN,Delayed,29/03/2024,16/07/2025,2025-08-17,32
NGA/11933,Lagos Expressway Upgrade,Nigeria,Kano,mara civil works,EQ3575,Bulldozer,89.5,57.8,degraded,Sand,428 bags,10607027.69,African Steel Traders,27994628.2,28690209.28,KES,PENDING,02/18/23,2023-05-15,,-15
KEN/11934,Mombasa Port Access Road,Kenya,Kisumu,Deltacore Buildrs,EQ-6480,Crane,217.9,60.5,degraded,Cement,263644kg,25202.85,Terramix Logistcs,37050223.43,55788119.32,KES,Pending,18/10/2025,15/08/2026,2026/07/09 00:00,-37
ZAF-1935,Bloemfontein Utilities Upgrade,South Africa,Durban,Kentech Engineering,EQ-9896,Excavator,67.2,56.4,service due,Limestone,75111kg,3999549.32,Cape Build Mart,104138588.4,152400457.87,NGN,Pending,07/10/24,2025/02/13 00:00,,-15
GHA/11936,Tema Container Road,Ghana,Ho,Kentech Eng,EQ-3616,Crane,-56.3,12.6,ok ,Gravel,250 bags,27657.95,Savanna Aggregate,30663747.85,56303322.39,ghs,Paid,03/10/26,13-Jan-2027,01/27/27,14
KEN 11937,Eldoret Industrial Spur,Kenya,Mombasa,Mara Civil Works,EQ-4745,Excavator,36.9,11.9,SERVICED,Limestone,356.28 tons,1113905.69,TerraMix Logistics,2412454.05,2712377.41,NGN,paid,14-Apr-2026,2026-11-22,03/06/27,104
GHA_11938,Tema Container Road,Ghana,Ho,Apex Infrastructure,EQ-4994,Loader,65.8,77.4,service due,Gravel,70.02 tons,1429639.07,Kilimanjaro Cement,3893298.27,3893298.27,kes,Paid,2023-04-02,10-Sep-2024,18-Jan-2025,130
GHA_11591,Nairobi Ring Road Expansion,Kenya,Thika,Apex Infrastucture,EQ-7048,Loader,137.0,857.2,OK,Gravel,268065kg,"1,755,801",weststone materials,283101.04,283101.04,ghs,PARTIAL,2025-11-25,04/25/27,27-Apr-2027,2
GHA-11940,Ho Market Redevelopment,Ghana,Accra,Apex Infrastructure,EQ-1729,Loader,42.7,41.3,OK,Sand,339.29 tons,1048161.26,African Steels Trading,141808371.17,128593529.27,ZAR,Delayed,2023/03/09 00:00,02/09/2023,2023-11-03,62
ZAF11941,Cape Town Coastal Works,South Africa,Cape Town,Sahara Build Co,EQ-5844,Grader,2.1,23.4,BAD,Steel,235498kg,1332054.34,Kilimanjaro Cment,105651852.78,110649181.11,NGN,partial,29-Oct-2024,26/08/2025,2026/02/18 00:00,176
NGA-1942,Abuja Civic Centre Works,Nigeria,Calabar,Prime Span Africa,EQ-8358,Loader,187.3,22.7,degraded,Limestone,390.92 tons,10121999.15,Cape Buildmart,108465427.21,138156302.43,ghs,Pending,04-Nov-2024,2026-03-07,15-Mar-2026,8
KEN/11943,Eldoret Industrial Spur,Kenya,Kisumu,DeltaCore Builders,EQ-1077,Crane,88.7,66.0,ok,Gravel,278 bags,unknown,lagos industrial supply,1929433.08,2944888.68,zar,paid,06/23/23,31-Aug-2024,27/08/2024,-4
GHA-1944,Tema Container Road,Ghana,Cape Coast,Mara Civil Wroks,EQ-6663,Loader,187.6,12.9,running,Sand,242.0 tons,137268.39,Afri Steel Traders,14507426.61,13627830.83,USD,PENDING,01/27/25,03/29/26,2026/03/27 00:00,-2
GHA11945,Tema Container Road,Ghana,Tamale,Mara Civil Wroks,EQ-4518,Excavator,189.3,0.9,bad,Cement,171.79 tons,52057.72,Cemex Supplies,7393685.24,8329748.01,zar,Paid,11/02/2024,2024/11/15 00:00,30-Apr-2025,166
NGA/11946,Benin City Flyover Phase,Nigeria,Benin City,Apex Infrastructure,EQ-7006,Loader,41.9,28.7,needs repair,Limestone,29043kg,109976.95,Nile Quarrys,2256742.38,3239105.31,NGN,paid,2023/06/01 00:00,05/08/2023,07/10/23,-26
NGA-11947,Kano Industrial Road,Nigeria,Ibadan,Sahara Build Company,EQ-9745,Grader,227.6,76.8,needs repair,Cement,1 bags,165257.55,Terramix Logistcs,24536034.05,33131165.89,NGN,paid,11/10/2024,12/02/24,09/02/2025,69
ZAF-11948,Port Elizabeth Harbour Road,South Africa,Cape Town,DeltaCore Builders,EQ-8380,Excavator,225.5,64.9,service due,Sand,255120kg,4104150.14,kilimanjaro cement,118579055.16,177261827.24,GHS,Delayed,2023-02-25,14-Jun-2023,27-Nov-2023,166
GHA11949,Sunyani District Road,Ghana,Accra,BuildRight Contractors,EQ-7876,Crane,165.3,4.9,SERVICED,Cement,292 bags,133582.94,Lagos Industrial Supply,2220442.54,3118882.76,usd,PARTIAL,08/10/2023,2025-02-10,10-Jun-2025,120
NGA-1751,Calabar Waterfront Works,Nigeria,Lagos,Kubwa Engineering,EQ-6160,Crane,1118.5,56.0,running,Limestone,289.49 tons,140227.5,Kilimanjaro Cement,2298904.34,2213958.11,USD,Paid,29/07/2023,2024-04-29,,12
GHA-11213,Accra Coastal Bypass,Ghana,Sunyani,Sahara Build Company,,Crane,-36.0,7.8,OK,Gravel,146 bags,737302.5,Lagos Industrial Supply,138537340.55,184277955.42,NGN,Delayed,11-Apr-2023,2023-11-27,12/08/23,11
KEN/11952,Eldoret Industrial Spur,Kenya,Machakos,Apex Infrastucture,EQ-9038,Excavator,88.8,12.2,degraded,Gravel,429844kg,80665.1,Savanna Aggregates,20810565.0,16398453.01,USD,paid,2025-07-07,04/02/2026,20/06/2026,136
GHA_11953,Cape Coast Housing Scheme,Ghana,Tamale,Prime Span Africa,EQ-9495,Grader,23.2,15.6,ok,Gravel,229 bags,"GHS 1,542,111.40",African Steel Traders,1359361.35,1785108.65,KES,delayed,20/02/2026,2027-07-16,,12
GHA-11954,Accra Coastal Bypass,Ghana,Accra,Nylestone Construction,EQ-1172,Crane,57.4,7.1,running,Sand,387.53 tons,"GHS 365,674.79",Savanna Aggregate,12089518.87,10752233.37,GHS,Delayed,05/09/25,06/07/2026,04/07/2026,-2
NGA-1955,Port Harcourt Port Link,Nigeria,Ibadan,Sahara Build Co,EQ-8877,Bulldozer,48.0,37.7,needs repair,Gravel,156777kg,13866539.82,Nile Quarrys,42630932.47,73566910.8,GHS,part-paid,02/21/25,21-Jun-2025,2025-06-20,-1
KEN_11956,Nairobi Ring Road Expansion,Kenya,Kisumu,Mara Civil Works,EQ-7513,Crane,166.0,39.2,Bad,Sand,382 bags,1702180.04,Terramix Logistcs,unknown,16906362.9,ZAR,Delayed,22-Nov-2025,14/11/2026,10/27/27,15
ZAF 11957,Bloemfontein Utilities Upgrade,South Africa,Johannesburg,PrimeSpan Africa,,Loader,204.9,62.5,SERVICED,Steel,254.82 tons,19814.56,Lagos Industrial Supplies,1770591.35,2629139.56,NGN,delayed,2025-10-24,2026-11-02,10/18/26,-15
ZAF_11958,Port Elizabeth Harbour Road,South Africa,Johannesburg,Apex Infrastructure,EQ-9484,Loader,-55.3,,Needs Repair,Steel,142034kg,"ZAR 285,631.35",West Stone Materials,65334667.18,58620579.04,NGN,Paid,16/06/2023,15/06/2024,2024/07/08 00:00,23
GHA_11959,Cape Coast Housing Scheme,Ghana,Tema,PrimeSpan Africa,EQ-9396,Excavator,15.4,53.7,needs repair,Sand,269799kg,"USD 92,078.15",Cemex Spply,22658047.99,22504023.72,KES,PENDING,2025/05/01 00:00,2025/09/04 00:00,2025/12/29 00:00,116
GHA-11960,Takoradi Logistics Yard,Ghana,Accra,PrimeSpan Africa,EQ-5357,Grader,111.9,34.6,BAD,Cement,159266kg,15494.56,Kilimanjaro Cment,23525017.92,29097900.27,GHS,,03-Jan-2025,2025-05-16,07/04/25,49
ZAF_11961,Port Elizabeth Harbour Road,South Africa,Port Elizabeth,SAHARA BUILD CO,EQ-5700,Bulldozer,132.1,38.1,bad,Steel,282 bags,"37,474",TerraMix Logistics,2896697.94,3496174.07,GHS,Paid,2023-03-11,2024/01/02 00:00,25/12/2023,-8
GHA_11962,Cape Coast Housing Scheme,Ghana,Takoradi,Mara Civil Works,EQ-7081,Excavator,204.7,43.6,bad,Sand,250 bags,926527.68,TerraMix Logistics,130733644.65,176011825.09,KES,PENDING,01-Apr-2026,17-Jun-2027,2027/09/05 00:00,-45
KEN-11963,Mombasa Port Access Road,Kenya,Nairobi,Deltacore Buildrs,,Crane,-68.8,7.2,ok,Cement,249635kg,1595711.81,Afri Steel Traders,17224936.98,16877731.11,USD,Pending,01-Feb-2026,2026-12-07,24-Jan-2027,48
KEN-11964,Nairobi Ring Road Expansion,Kenya,Kisumu,Mara Civil Wroks,EQ-1204,Grader,153.3,78.1,service due,Gravel,301.61 tons,1078989.43,Kilimanjaro Cement,148985475.41,108601834.62,GHS,Pending,2025-06-16,2026-07-27,09/22/26,57
KEN-11965,Thika Bridge Works,Kenya,Nairobi,Mara Civil Works,EQ-4118,Crane,30.5,480.7,service due,Cement,380619kg,2819.17,Terramix Logistcs,8317793.62,9461268.56,USD,paid,2025/02/09 00:00,03/13/26,2026/08/16 00:00,156
ZAF11966,CAPE TOWN COASTAL WORKS,South Africa,Port Elizabeth,Deltacore Buildrs,EQ-9801,Bulldozer,112.2,43.6,NEEDS REPAIR,Cement,415.38 tons,1806193.61,West Stone Materials,168594881.89,127075401.79,ZAR,paid,2023/10/08 00:00,2024/07/19 00:00,15/06/2024,-34
NGA/11967,Benin City Flyover Phase,Nigeria,Enugu,Sahara Build Co,EQ-4800,Bulldozer,1691.1,74.0,OK,Cement,445.98 tons,154157.95,Terramix Logistcs,2087996.87,2706750.96,GHS,PENDING,12/06/23,2024-06-29,14/06/2024,two
ZAF/11968,Polokwane Industrial Estate,South Africa,Durban,Kentech Eng,,Crane,-34.9,1.4,OK,Cement,58.46 tons,"USD 34,187.33",Lagos Industrial Supply,21732329.16,28300797.6,USD,Delayed,2025-07-17,2026/09/29 00:00,2027-02-05,129
NGA 11969,Kano Industrial Road,Nigeria,Ibadan,Ubora Const.,EQ-5634,Bulldozer,79.9,26.3,needs repair,Steel,341.09 tons,110761.07,Lagos Ind. Supply,1730173.28,2112930.99,ZAR,partial,10/27/25,2027/03/24 00:00,06-May-2027,-45
ZAF/11970,Polokwane Industrial Estate,South Africa,Johannesburg,Nylestone Construction,EQ-2705,Crane,695.7,50.7,service due,Steel,232820kg,506731.92,Cemex Supply,33485368.22,43053056.1,ZAR,delayed,13/02/2026,2026-05-06,2026-05-07,1
KEN-11971,Eldoret Industrial Spur,Kenya,Machakos,Deltacore Buildrs,EQ-3437,Crane,74.1,39.5,SERVICED,Sand,69.34 tons,"KES 1,002,352.28",Cemex Supplies,7158050.04,10691851.93,KES,PARTIAL,2023/04/09 00:00,26-Jun-2023,2023/09/12 00:00,78
NGA_11972,Abuja Civic Centre Works,Nigeria,Benin City,Sahara Build Co,EQ-3928,Crane,96.0,33.8,degraded,Steel,125.03 tons,"NGN 16,044,861.93",Kilimanjaro Cment,,1130394.95,USD,delayed,03/19/24,01-Feb-2025,,0
KEN-11973,Nairobi Ring Rd Expansion,Kenya,Machakos,Apex Infrastructure,EQ-5370,Excavator,31.1,11.5,SERVICED,Gravel,149763kg,2054950.93,African Steel Traders,23416448.54,32779989.37,NGN,PENDING,2023-05-20,2023/11/14 00:00,02/06/24,84
ZAF 11974,Port Elizabeth Harbour Road,South Africa,Cape Town,Apex Infrastructure,EQ-2158,Grader,69.5,24.7,NEEDS REPAIR,Sand,100916kg,511890.36,WestStone Materials,2567590.04,2131151.56,ZAR,partial,2023/11/13 00:00,2024-12-10,01/31/26,417
ZAF11975,Durban Freight Corridor,South Africa,Johannesburg,Kubwa Engineering,EQ-3604,Grader,180.5,51.3,Needs Repair,Steel,14797kg,3748940.12,Cape Buildmart,838597.28,758646.65,ZAR,PARTIAL,05/05/24,03/10/2025,07-Oct-2025,15
NGA_11976,Port Harcourt Port Link,Nigeria,Jos,NileStone Construction,EQ-9838,Excavator,81.2,62.2,running,Limestone,66768kg,17526767.59,Terramix Logistcs,115401141.8,156936423.25,NGN,Delayed,2024-10-17,18/11/2024,24/04/2025,157
GHA11977,Kumasi Interchange Works,Ghana,Takoradi,Deltacore Buildrs,EQ-2922,Excavator,40.7,16.0,BAD,Limestone,176 bags,13633.34,savanna aggregate,5152677.86,5693389.76,USD,Pending,2024-11-15,24-May-2025,09/08/25,107
ZAF-11978,Cape Town Coastal Works,South Africa,Bloemfontein,Sahara Build Company,EQ-7247,Excavator,195.0,42.9,degraded,Limestone,31 bags,284299.2,Nile Quarries,1136923.32,950758.51,usd,delayed,28-Dec-2025,06-Feb-2026,02/18/26,12
ZAF11979,Durban Freight Corridor,South Africa,Pretoria,Mara Civil Works,EQ2341,Grader,34.6,71.4,running,Limestone,427941kg,2727291.67,Nile Quarrys,19587457.51,15090868.35,GHS,Paid,2025-06-09,20-Nov-2026,2027-03-01,101
GHA11980,Tema Container Road,Ghana,Accra,Mara Civil Works,,Grader,26.2,54.2,ok ,Cement,351 bags,1957500.17,Cemex Supply,29457518.96,25022175.84,GHS,partial,04/10/2024,2025-10-11,,12
NGA/11981,Calabar Waterfront Works,Nigeria,Enugu,Kubwa Engineering,EQ-5423,Crane,90.1,50.3,OK,Cement,422.11 tons,17402388.56,Cemex Spply,51879490.76,72607167.6,ngn,Paid,2023-02-02,18/10/2023,04-Apr-2024,15
GHA-1982,Sunyani District Road,Ghana,Tema,BuildRight Contractors,EQ-8304,Bulldozer,26.5,12.5,service due,Cement,449 bags,"USD 26,323.24",Nile Quarrys,129434849.44,172482006.65,USD,PENDING,11/28/25,2026/05/26 00:00,,30
ZAF11983,Durban Freight Corridor,South Africa,Bloemfontein,Build Rite Contractors,EQ-6492,Bulldozer,9.9,,degraded,Gravel,399568kg,"186,425",Savanna Aggregate,"USD 218,174",268116.88,ZAR,Paid,2024-12-19,07-Nov-2025,2026-03-21,120
NGA_11691,Durban Freight Corridor,South Africa,Johannesburg,Deltacore Buildrs,EQ-9607,Grader,103.5,38.0,ok,Cement,about 20,2791031.87,Cape Build Mart,8282493.15,8564034.21,GHS,partial,2023/07/26 00:00,2024-05-22,13-Aug-2024,83
KEN-11985,Kisumu Waterfront Rehab,Kenya,Nairobi,Kentech Engineering,,Grader,107.6,76.6,Needs Repair,Sand,215.17 tons,18871.98,African Steels Trading,48272526.5,59924716.8,KES,Pending,2024-02-07,2025/03/14 00:00,06/11/25,89
ZAF11986,Bloemfontein Utilities Upgrade,South Africa,Durban,Mara Civil Works,EQ-4431,Crane,68.4,47.6,running,Gravel,134.07 tons,197562.74,WestStone Material,40146877.14,30102108.21,ngn,paid,2025/10/21 00:00,30/11/2025,2025-11-02,-28
NGA11174,Port Elizabeth Harbour Road,South Africa,Johannesburg,Kubwa Enginering,EQ-9699,Bulldozer,167.1,18.4, needs repair,Cement,346 bags,3865135.45,Nile Quarrys,29487215.48,31101579.95,GHS,paid,2023-03-24,29-Feb-2024,,12
GHA 11988,Cape Coast Housing Scheme,Ghana,Kumasi,Sahara Build Company,EQ-7777,Grader,844.3,42.1,ok,Sand,323 bags,2062207.78,Kilimanjaro Cement,30446413.65,30446413.65,ZAR,pending,28-Aug-2023,29-Aug-2024,20-Feb-2025,175
NGA-11989,Kano Industrial Road,Nigeria,Jos,Build Rite Contractors,EQ-2445,Crane,96.8,2.4,OK,Sand,282 bags,193538.25,West Stone Materials,2041134.83,1482174.86,GHS,PENDING,08/31/25,2026/09/11 00:00,09/07/26,-10
GHA 11990,Accra Coastal Bypass,Ghana,Cape Coast,DeltaCore Builders,EQ-9027,Grader,-62.2,7.2,BAD,Gravel,415 bags,2135811.26,WestStone Materials,28968665.37,44740548.72,ZAR,PENDING,2025/06/06 00:00,02/11/2026,2027/03/03 00:00,121
NGA/11991,Ibadan Drainage Expansion,Nigeria,Jos,Mara Civil Wroks,EQ-2183,Grader,45.5,20.9,service-needed,Cement,347 bags,unknown,West Stone Materials,213040910.11,220769373.42,NGN,PENDING,2023/10/15 00:00,12/27/23,,4
GHA-1992,Tema Container Road,Ghana,Cape Coast,Apex Infrastucture,EQ-3478,Bulldozer,111.4,49.7,ok ,Sand,19.32 tons,"USD 130,366.27",West Stone Materials,39127035.27,29724132.29,GHS,PARTIAL,2023/05/22 00:00,24-Aug-2024,10/22/24,120
KEN-11993,Eldoret Industrial Spur,Kenya,Nairobi,Kentech Engineering,EQ-8135,Crane,167.4,46.7,Needs Repair,Sand,31.61 tons,2458032.91,Kilimanjaro Cement,14445818.21,10719743.69,USD,Paid,02/20/24,2025/05/29 00:00,05/04/25,-25
GHA10133,Calabar Waterfront Works,Nigeria,Ibadan,BuildRight Contractors,EQ-4531,Loader,89.1,56.1,SERVICED,Sand,413 bags,"74,880",WestStone Materials,1820245.15,2539338.91,ZAR,delayed,2024-01-11,06/24/24,05/24/24,-31
NGA 11995,Calabar Waterfront Works,Nigeria,Kano,mara civil works,EQ-2265,Bulldozer,206.3,23.9,BAD,Cement,319 bags,9669296.81,Cemex Spply,1226144.56,1262639.52,KES,Delayed,05-Oct-2023,09/10/24,29/12/2024,-10
GHA-1996,Kumasi Interchange Works,Ghana,Takoradi,PrimeSpan Africa,,Crane,56.9,73.2,degraded,Gravel,265 bags,"USD 55,393.74",african steels trading,48994919.61,58760745.06,ZAR,paid,2026-03-20,18/04/2027,2027/07/26 00:00,99
KEN/11997,Eldoret Industrial Spur,Kenya,Nairobi,Deltacore Buildrs,EQ-4442,Bulldozer,51.2,11.4,SERVICED,Gravel,301917kg,86269.72,Kilimanjaro Cment,8498388.0,6265198.7,KES,PARTIAL,11/25/23,2024/11/09 00:00,2024/11/28 00:00,19
GHA 11998,Kumasi Interchange Works,Ghana,Accra,Apex Infra Ltd,EQ-4124,Bulldozer,201.1,49.5,degraded,Cement,403245kg,811696.22,Cemex Supply,18095533.4,15434032.61,kes,paid,09/01/23,2024/08/20 00:00,09/29/24,0
ZAF_11999,Port Elizabeth Harbour Road,South Africa,Bloemfontein,Mara Civil Wroks,EQ-8265,Bulldozer,225.2,36.6,NEEDS REPAIR,Gravel,109 bags,67727.94,WestStone Materials,1586133.28,2249650.68,ghs,Delayed,05/29/25,2026/05/21 00:00,2026-10-19,151
NGA 12000,Ibadan Drainage Expansion,Nigeria,Ibadan,Apex Infrastucture,EQ-3830,Crane,178.8,12.7,OK,Limestone,303827kg,-,West Stone Materials,5983670.53,5307467.96,GHS,PARTIAL,04/11/26,2026/05/02 00:00,,0
ZAF-2001,Bloemfontein Utilities Upgrade,South Africa,Johannesburg,Nylestone Const.,EQ-2402,Loader,unknown,61.9,Needs Repair,Gravel,332156kg,181778.32,Kilimanjaro Cement,35766383.7,46878213.59,ZAR,Paid,07/04/2023,07/27/24,10/03/2025,226
NGA/12002,Abuja Civic Centre Works,Nigeria,Calabar,PrimeSpan Africa,EQ-2698,Loader,30.1,27.1, needs repair,Cement,412.0 tons,7915368.46,TerraMix Logistics,18639314.4,16063945.88,ZAR,PENDING,10/07/25,12/01/2027,2027-02-06,25
